Order Date,City,Category,Sales
2016-05-30,Parker,Office Supplies,72.74000000000001
2016-05-30,Springfield,Furniture,2275.5
2016-05-30,Springfield,Office Supplies,62.1
2016-05-30,Springfield,Technology,1979.7
2016-05-30,Superior,Furniture,47.4
2016-05-30,Superior,Office Supplies,1109.22
2016-05-30,Superior,Technology,125.99
2016-05-30,Wilmington,Office Supplies,3.282
2016-05-31,Decatur,Furniture,223.143
2016-05-31,Decatur,Office Supplies,28.863999999999997
2016-05-31,New York City,Office Supplies,7.152
2016-05-31,New York City,Technology,179.7
2016-06-02,Philadelphia,Office Supplies,64.784
2016-06-02,Seattle,Office Supplies,93.06
2016-06-03,Los Angeles,Furniture,71.088
2016-06-04,Chicago,Furniture,612.637
2016-06-04,Chicago,Office Supplies,33.328
2016-06-04,Chicago,Technology,31.984
2016-06-04,New York City,Furniture,197.904
2016-06-04,New York City,Office Supplies,14.94
2016-06-04,New York City,Technology,1349.85
2016-06-04,Springfield,Office Supplies,75.88
2016-06-05,Newark,Office Supplies,386.48
2016-06-05,Philadelphia,Office Supplies,132.168
2016-06-05,Santa Clara,Office Supplies,79.792
2016-06-05,Seattle,Office Supplies,61.38
2016-06-06,Chicago,Technology,328.224
2016-06-06,Fairfield,Furniture,548.96
2016-06-06,Little Rock,Office Supplies,148.71
2016-06-06,Little Rock,Technology,530.16
2016-06-06,Los Angeles,Office Supplies,121.95
2016-06-06,Lowell,Office Supplies,819.8199999999999
2016-06-06,Santa Barbara,Technology,3528.488
2016-06-07,Bakersfield,Office Supplies,9.514
2016-06-07,New York City,Office Supplies,32.4
2016-06-07,Philadelphia,Office Supplies,9.648
2016-06-09,Los Angeles,Technology,177.48
2016-06-09,Minneapolis,Furniture,692.94
2016-06-09,San Francisco,Furniture,122.352
2016-06-09,Tallahassee,Technology,695.7
2016-06-10,Los Angeles,Furniture,1335.68
2016-06-10,Los Angeles,Office Supplies,53.099999999999994
2016-06-10,Philadelphia,Office Supplies,23.616
2016-06-11,Arlington,Furniture,12.544
2016-06-11,Arlington,Office Supplies,9.616
2016-06-11,Los Angeles,Furniture,902.712
2016-06-11,New York City,Technology,239.97
2016-06-11,Seattle,Office Supplies,68.604
2016-06-11,Seattle,Technology,389.97
2016-06-12,Chicago,Office Supplies,336.608
2016-06-12,Chicago,Technology,1007.979
2016-06-12,Decatur,Office Supplies,224.9
2016-06-12,Houston,Furniture,386.356
2016-06-12,Houston,Office Supplies,160.26
2016-06-12,Long Beach,Office Supplies,145.5
2016-06-12,Los Angeles,Office Supplies,14.62
2016-06-12,Pasadena,Office Supplies,198.84
2016-06-12,Wilmington,Furniture,47.04
2016-06-12,Wilmington,Office Supplies,372.42
2016-06-12,Wilmington,Technology,68.04
2016-06-13,Jackson,Technology,377.97
2016-06-13,New York City,Office Supplies,33.568
2016-06-13,Wichita,Office Supplies,18.9
2016-06-14,Anaheim,Furniture,1293.488
2016-06-14,Boca Raton,Office Supplies,39.936
2016-06-14,Boca Raton,Technology,18.464
2016-06-14,Los Angeles,Furniture,599.165
2016-06-14,Philadelphia,Furniture,337.176
2016-06-14,San Francisco,Furniture,8.73
2016-06-14,San Francisco,Office Supplies,15.68
2016-06-14,San Francisco,Technology,29.29
2016-06-14,Seattle,Furniture,1115.17
2016-06-15,Houston,Office Supplies,173.488
2016-06-16,Chattanooga,Technology,91.475
2016-06-16,Los Angeles,Office Supplies,46.35
2016-06-16,Newark,Office Supplies,9.45
2016-06-17,Longmont,Furniture,749.488
2016-06-17,Los Angeles,Furniture,239.666
2016-06-17,Los Angeles,Office Supplies,242.34
2016-06-17,New York City,Office Supplies,40.74
2016-06-17,Rochester,Furniture,376.866
2016-06-17,San Diego,Office Supplies,111.96
2016-06-17,Troy,Furniture,319.41
2016-06-17,Troy,Office Supplies,305.68
2016-06-17,Troy,Technology,30.0
2016-06-17,Waterbury,Office Supplies,17.8
2016-06-17,Waterbury,Technology,566.97
2016-06-18,Frankfort,Office Supplies,76.864
2016-06-18,Philadelphia,Office Supplies,465.074
2016-06-19,San Francisco,Office Supplies,17.12
2016-06-20,Carrollton,Office Supplies,10.368
2016-06-20,Carrollton,Technology,95.968
2016-06-20,Dover,Technology,66.8
2016-06-20,Oklahoma City,Furniture,57.69
2016-06-20,Oklahoma City,Technology,6.9
2016-06-20,Pasadena,Furniture,161.568
2016-06-20,Pasadena,Office Supplies,248.192
2016-06-20,Philadelphia,Office Supplies,538.022
2016-06-20,Salinas,Office Supplies,44.040000000000006
2016-06-21,Chicago,Office Supplies,0.836
2016-06-21,New York City,Furniture,353.568
2016-06-21,New York City,Office Supplies,222.704
2016-06-23,Buffalo,Office Supplies,835.17
2016-06-23,New York City,Office Supplies,641.99
2016-06-23,San Francisco,Office Supplies,135.59
2016-06-23,San Francisco,Technology,862.344
2016-06-24,Houston,Office Supplies,8.712
2016-06-24,Richmond,Technology,440.91
2016-06-24,San Diego,Office Supplies,346.28999999999996
2016-06-24,San Diego,Technology,4515.04
2016-06-25,Houston,Furniture,117.958
2016-06-25,Los Angeles,Office Supplies,60.81
2016-06-25,York,Furniture,422.058
2016-06-25,York,Office Supplies,292.44
2016-06-26,Atlanta,Technology,135.95
2016-06-26,Chicago,Office Supplies,5.304
2016-06-26,Los Angeles,Office Supplies,262.1
2016-06-26,New York City,Furniture,37.74
2016-06-26,New York City,Office Supplies,718.95
2016-06-26,New York City,Technology,160.93
2016-06-26,Plano,Technology,13.616
2016-06-26,Providence,Office Supplies,14.9
2016-06-26,Roseville,Office Supplies,547.97
2016-06-26,San Francisco,Furniture,22.14
2016-06-27,Highland Park,Furniture,539.658
2016-06-27,Highland Park,Office Supplies,37.464
2016-06-27,San Francisco,Technology,201.584
2016-06-28,Chicago,Technology,359.976
2016-06-28,Los Angeles,Office Supplies,41.32
2016-06-28,Paterson,Furniture,121.96
2016-06-28,Paterson,Office Supplies,353.9
2016-06-29,Florence,Office Supplies,191.88
2016-06-30,Aurora,Technology,50.12
2016-06-30,Sandy Springs,Furniture,1266.86
2016-06-30,Sandy Springs,Office Supplies,35.97
2016-07-01,Columbia,Office Supplies,85.5
2016-07-01,Lehi,Technology,1499.95
2016-07-01,New York City,Office Supplies,105.59
2016-07-01,New York City,Technology,30.84
2016-07-01,Seattle,Office Supplies,2.496
2016-07-02,Arlington,Office Supplies,7.7
2016-07-02,Huntsville,Furniture,528.43
2016-07-02,Huntsville,Office Supplies,41.472
2016-07-02,Los Angeles,Furniture,195.184
2016-07-03,Los Angeles,Office Supplies,16.92
2016-07-03,New York City,Office Supplies,706.86
2016-07-03,Philadelphia,Office Supplies,123.92
2016-07-04,San Francisco,Furniture,1304.565
2016-07-04,San Francisco,Office Supplies,71.88
2016-07-04,Seattle,Furniture,25.4
2016-07-04,Seattle,Technology,249.456
2016-07-07,Aurora,Furniture,313.66
2016-07-07,Aurora,Office Supplies,26.32
2016-07-07,Hialeah,Office Supplies,45.584
2016-07-07,Los Angeles,Furniture,287.968
2016-07-07,Los Angeles,Office Supplies,48.94
2016-07-07,Los Angeles,Technology,2799.96
2016-07-07,Orem,Office Supplies,58.94
2016-07-07,Philadelphia,Office Supplies,25.215
2016-07-07,Philadelphia,Technology,59.994
2016-07-07,San Jose,Furniture,215.65
2016-07-08,Arlington,Office Supplies,47.616
2016-07-08,Arlington,Technology,863.64
2016-07-08,Broomfield,Furniture,662.88
2016-07-08,Broomfield,Office Supplies,62.19200000000001
2016-07-08,Jacksonville,Office Supplies,15.984
2016-07-08,Jacksonville,Technology,823.96
2016-07-08,Providence,Office Supplies,12.96
2016-07-08,Seattle,Office Supplies,19.296
2016-07-08,Seattle,Technology,107.984
2016-07-09,New York City,Furniture,573.286
2016-07-10,Dallas,Office Supplies,492.28000000000003
2016-07-10,Mesa,Office Supplies,16.768
2016-07-10,Philadelphia,Technology,341.991
2016-07-10,Yuma,Office Supplies,44.856
2016-07-12,Los Angeles,Technology,95.76
2016-07-14,Auburn,Office Supplies,29.61
2016-07-14,Columbus,Furniture,51.75
2016-07-14,Columbus,Office Supplies,36.4
2016-07-14,Houston,Technology,419.944
2016-07-14,Huntsville,Technology,29.0
2016-07-14,Irving,Office Supplies,219.84
2016-07-14,New York City,Furniture,579.136
2016-07-14,New York City,Office Supplies,98.988
2016-07-14,Philadelphia,Office Supplies,11.632
2016-07-14,San Francisco,Furniture,30.8
2016-07-14,San Francisco,Office Supplies,151.62
2016-07-14,San Francisco,Technology,110.376
2016-07-14,Tucson,Technology,380.864
2016-07-15,Portland,Furniture,230.28
2016-07-15,Portland,Office Supplies,105.52
2016-07-15,Provo,Office Supplies,44.4
2016-07-16,Columbia,Office Supplies,123.19999999999999
2016-07-16,Columbia,Technology,75.98
2016-07-16,Grand Prairie,Office Supplies,57.239999999999995
2016-07-16,Houston,Furniture,9.552
2016-07-16,Philadelphia,Office Supplies,5.84
2016-07-16,Philadelphia,Technology,638.358
2016-07-17,Los Angeles,Office Supplies,77.88
2016-07-17,New York City,Office Supplies,45.96
2016-07-17,Perth Amboy,Office Supplies,218.11999999999998
2016-07-17,Perth Amboy,Technology,597.0
2016-07-17,Seattle,Furniture,37.17
2016-07-17,Seattle,Office Supplies,170.046
2016-07-17,Seattle,Technology,449.18399999999997
2016-07-17,Springfield,Office Supplies,589.52
2016-07-18,Bowling Green,Furniture,140.81
2016-07-18,Dallas,Technology,15.576
2016-07-18,Denver,Furniture,1398.3600000000001
2016-07-18,Denver,Office Supplies,933.48
2016-07-18,Glendale,Office Supplies,33.8
2016-07-18,Philadelphia,Office Supplies,313.84
2016-07-18,Phoenix,Technology,55.992
2016-07-19,Hattiesburg,Furniture,690.48
2016-07-19,Hattiesburg,Office Supplies,420.02000000000004
2016-07-19,San Francisco,Technology,425.954
2016-07-20,Long Beach,Technology,89.95
2016-07-21,Concord,Furniture,363.92
2016-07-21,Concord,Office Supplies,6.264
2016-07-21,Newark,Office Supplies,195.92000000000002
2016-07-21,Philadelphia,Office Supplies,1.941
2016-07-21,Roseville,Office Supplies,423.04999999999995
2016-07-22,Allentown,Furniture,11.648
2016-07-22,Allentown,Office Supplies,4.16
2016-07-22,Columbia,Furniture,27.42
2016-07-22,Columbia,Office Supplies,94.92
2016-07-22,San Francisco,Office Supplies,6.3
2016-07-22,Sparks,Office Supplies,86.2
2016-07-22,Westland,Office Supplies,1027.45
2016-07-22,Westland,Technology,109.95
2016-07-23,Houston,Technology,115.136
2016-07-23,Mcallen,Office Supplies,203.648
2016-07-23,Rockford,Office Supplies,11.416
2016-07-23,Tampa,Office Supplies,58.912000000000006
2016-07-23,Tampa,Technology,265.475
2016-07-24,Lafayette,Office Supplies,73.2
2016-07-24,New York City,Furniture,253.764
2016-07-25,Arlington,Office Supplies,10.44
2016-07-25,Columbus,Technology,1439.976
2016-07-25,Costa Mesa,Furniture,566.628
2016-07-25,Costa Mesa,Office Supplies,119.616
2016-07-25,Houston,Office Supplies,36.647999999999996
2016-07-25,Jackson,Furniture,2430.08
2016-07-25,Jackson,Office Supplies,73.39
2016-07-25,Los Angeles,Office Supplies,21.48
2016-07-25,Milwaukee,Furniture,498.76
2016-07-25,Milwaukee,Office Supplies,20.62
2016-07-25,Milwaukee,Technology,421.8
2016-07-25,San Francisco,Office Supplies,37.17
2016-07-25,Toledo,Office Supplies,243.88
2016-07-28,Bethlehem,Furniture,177.45
2016-07-28,Bethlehem,Office Supplies,1379.244
2016-07-28,Holland,Office Supplies,130.36
2016-07-28,Los Angeles,Office Supplies,18.9
2016-07-28,Pasadena,Furniture,327.42
2016-07-29,Charlotte,Office Supplies,732.156
2016-07-29,Pensacola,Office Supplies,2.214
2016-07-29,Philadelphia,Office Supplies,84.784
2016-07-30,Chicago,Office Supplies,1045.872
2016-07-30,Houston,Office Supplies,9.264
2016-07-30,San Francisco,Office Supplies,715.64
2016-07-31,Detroit,Furniture,272.94
2016-07-31,Detroit,Office Supplies,283.14
2016-07-31,Detroit,Technology,754.95
2016-07-31,San Francisco,Furniture,863.128
2016-08-01,Amarillo,Office Supplies,19.648
2016-08-01,Philadelphia,Furniture,19.312
2016-08-01,Riverside,Office Supplies,45.96
2016-08-01,Riverside,Technology,1039.728
2016-08-02,Los Angeles,Furniture,136.464
2016-08-02,Los Angeles,Office Supplies,12.544
2016-08-02,Los Angeles,Technology,333.576
2016-08-03,Tulsa,Office Supplies,81.54
2016-08-03,Tulsa,Technology,167.28
2016-08-04,Peoria,Office Supplies,3.98
2016-08-04,Sacramento,Office Supplies,32.736000000000004
2016-08-04,Sacramento,Technology,302.384
2016-08-04,Suffolk,Furniture,109.8
2016-08-04,Suffolk,Office Supplies,49.010000000000005
2016-08-05,Huntsville,Office Supplies,197.05
2016-08-06,Los Angeles,Technology,211.168
2016-08-06,New York City,Office Supplies,109.22
2016-08-07,Edmonds,Technology,179.97
2016-08-08,Dallas,Office Supplies,65.12
2016-08-08,Jackson,Office Supplies,23.34
2016-08-08,Los Angeles,Furniture,513.024
2016-08-08,Los Angeles,Office Supplies,503.16
2016-08-08,Oklahoma City,Office Supplies,10.56
2016-08-09,Fayetteville,Office Supplies,600.352
2016-08-09,Fayetteville,Technology,44.784
2016-08-09,Hendersonville,Office Supplies,16.218
2016-08-11,Tulsa,Office Supplies,151.82
2016-08-12,Carrollton,Technology,1399.944
2016-08-12,Des Moines,Office Supplies,6.48
2016-08-12,Lakeland,Furniture,562.2925
2016-08-12,New York City,Furniture,354.91200000000003
2016-08-12,New York City,Office Supplies,1591.02
2016-08-12,Philadelphia,Office Supplies,37.312
2016-08-13,Irving,Office Supplies,244.3
2016-08-13,Jacksonville,Office Supplies,21.503999999999998
2016-08-13,Kenner,Office Supplies,17.34
2016-08-13,Kenner,Technology,71.98
2016-08-13,Springfield,Office Supplies,125.91999999999999
2016-08-13,West Allis,Furniture,241.96
2016-08-13,West Allis,Office Supplies,8.52
2016-08-14,Akron,Technology,787.044
2016-08-14,Los Angeles,Office Supplies,15.54
2016-08-14,Los Angeles,Technology,105.552
2016-08-14,Nashville,Office Supplies,15.552
2016-08-15,Aurora,Office Supplies,141.21
2016-08-15,Fayetteville,Furniture,225.296
2016-08-15,Los Angeles,Furniture,312.03
2016-08-15,Los Angeles,Office Supplies,55.46000000000001
2016-08-15,Los Angeles,Technology,165.6
2016-08-15,Oakland,Office Supplies,3.15
2016-08-15,Oakland,Technology,71.976
2016-08-15,Tallahassee,Technology,705.544
2016-08-16,Davis,Office Supplies,32.4
2016-08-16,Los Angeles,Furniture,161.28
2016-08-16,San Francisco,Office Supplies,10.86
2016-08-17,Seattle,Office Supplies,15.712
2016-08-18,Edinburg,Office Supplies,85.908
2016-08-18,Houston,Furniture,14.896
2016-08-18,New York City,Office Supplies,355.32
2016-08-18,New York City,Technology,39.99
2016-08-19,New York City,Office Supplies,448.792
2016-08-20,Detroit,Technology,14.78
2016-08-21,Greenville,Office Supplies,37.263999999999996
2016-08-21,Los Angeles,Furniture,2887.056
2016-08-21,Los Angeles,Office Supplies,73.152
2016-08-21,Los Angeles,Technology,378.914
2016-08-21,New York City,Furniture,573.174
2016-08-21,Philadelphia,Furniture,815.292
2016-08-21,Seattle,Office Supplies,33.44
2016-08-22,Columbus,Office Supplies,251.15800000000002
2016-08-22,Fort Collins,Furniture,98.328
2016-08-22,Gresham,Office Supplies,26.352
2016-08-22,Houston,Office Supplies,4.312
2016-08-22,Los Angeles,Office Supplies,5.76
2016-08-22,Seattle,Office Supplies,19.44
2016-08-23,New York City,Office Supplies,1091.4399999999998
2016-08-23,Pharr,Furniture,22.608
2016-08-23,Pharr,Office Supplies,727.296
2016-08-23,Pharr,Technology,666.4
2016-08-23,Seattle,Furniture,532.704
2016-08-23,Seattle,Office Supplies,229.56
2016-08-23,Seattle,Technology,837.6
2016-08-23,Sheboygan,Office Supplies,77.76
2016-08-23,Sheboygan,Technology,1.98
2016-08-26,Athens,Furniture,186.54
2016-08-26,Detroit,Furniture,447.84
2016-08-26,Detroit,Office Supplies,20.200000000000003
2016-08-26,Detroit,Technology,689.94
2016-08-26,Franklin,Technology,47.97
2016-08-26,Los Angeles,Office Supplies,8.26
2016-08-26,Miami,Office Supplies,31.008
2016-08-26,New York City,Office Supplies,146.688
2016-08-26,New York City,Technology,282.95
2016-08-26,Pasadena,Furniture,1024.716
2016-08-26,Pasadena,Technology,159.984
2016-08-26,Philadelphia,Office Supplies,5.472
2016-08-26,Philadelphia,Technology,47.984
2016-08-26,San Diego,Furniture,1603.136
2016-08-26,San Jose,Office Supplies,165.13
2016-08-26,Seattle,Office Supplies,6.48
2016-08-27,Dallas,Office Supplies,114.84
2016-08-27,Hollywood,Office Supplies,9.216
2016-08-27,Houston,Office Supplies,94.08
2016-08-27,Quincy,Furniture,244.615
2016-08-27,Quincy,Office Supplies,245.19
2016-08-27,Quincy,Technology,59.97
2016-08-28,Cincinnati,Office Supplies,18.432
2016-08-28,Dallas,Furniture,156.3728
2016-08-28,Dallas,Office Supplies,23.164
2016-08-28,Englewood,Office Supplies,15.48
2016-08-28,Englewood,Technology,108.576
2016-08-29,Chicago,Office Supplies,66.41199999999999
2016-08-29,Chicago,Technology,95.976
2016-08-29,Concord,Office Supplies,27.93
2016-08-29,New York City,Technology,22.0
2016-08-29,Philadelphia,Furniture,405.79999999999995
2016-08-29,Philadelphia,Office Supplies,14.07
2016-08-30,Los Angeles,Furniture,47.04
2016-08-30,Los Angeles,Technology,339.96
2016-08-30,Philadelphia,Furniture,786.744
2016-08-30,Philadelphia,Office Supplies,192.22799999999998
2016-08-30,Philadelphia,Technology,290.898
2016-08-31,Waco,Office Supplies,23.968
2016-09-01,Detroit,Office Supplies,468.72
2016-09-01,Detroit,Technology,8.78
2016-09-01,Huntington Beach,Office Supplies,12.78
2016-09-01,New York City,Furniture,191.82
2016-09-01,New York City,Office Supplies,4442.846
2016-09-01,New York City,Technology,548.17
2016-09-01,Philadelphia,Office Supplies,47.168
2016-09-01,Philadelphia,Technology,23.988
2016-09-01,San Francisco,Office Supplies,21.88
2016-09-02,Charlotte,Furniture,472.518
2016-09-02,Charlotte,Office Supplies,369.043
2016-09-02,Charlotte,Technology,1012.68
2016-09-02,Chicago,Furniture,84.272
2016-09-02,Chicago,Office Supplies,64.408
2016-09-02,Chicago,Technology,1362.9
2016-09-02,Des Moines,Furniture,215.976
2016-09-02,Des Moines,Office Supplies,65.94
2016-09-02,Des Moines,Technology,999.98
2016-09-02,Houston,Office Supplies,8.608
2016-09-02,Houston,Technology,159.56
2016-09-02,Los Angeles,Furniture,663.4079999999999
2016-09-02,Los Angeles,Office Supplies,49.672000000000004
2016-09-02,Los Angeles,Technology,1091.168
2016-09-02,Madison,Office Supplies,10.07
2016-09-02,New York City,Furniture,39.98
2016-09-02,New York City,Office Supplies,75.48
2016-09-02,San Francisco,Office Supplies,46.53
2016-09-03,Aurora,Furniture,83.952
2016-09-03,Baltimore,Furniture,359.7
2016-09-03,Baltimore,Office Supplies,71.24
2016-09-03,Chicago,Furniture,198.744
2016-09-03,Chicago,Office Supplies,8.808
2016-09-03,Cincinnati,Office Supplies,30.96
2016-09-03,Middletown,Office Supplies,48.16
2016-09-03,Monroe,Office Supplies,87.28
2016-09-03,Philadelphia,Office Supplies,1141.47
2016-09-03,Philadelphia,Technology,280.782
2016-09-03,Waukesha,Office Supplies,54.5
2016-09-04,Georgetown,Furniture,42.6
2016-09-04,Georgetown,Office Supplies,249.14
2016-09-04,Houston,Office Supplies,66.288
2016-09-04,Jonesboro,Office Supplies,239.5
2016-09-04,Knoxville,Office Supplies,131.104
2016-09-04,New York City,Furniture,63.94
2016-09-04,New York City,Office Supplies,83.32
2016-09-04,San Francisco,Furniture,24.27
2016-09-04,San Francisco,Technology,2799.96
2016-09-04,Springfield,Office Supplies,16.56
2016-09-04,Springfield,Technology,279.95
2016-09-04,Woodbury,Office Supplies,535.41
2016-09-05,Austin,Furniture,347.802
2016-09-05,Cedar Rapids,Technology,278.4
2016-09-05,Chesapeake,Furniture,1652.94
2016-09-05,Chesapeake,Office Supplies,25.06
2016-09-05,Chicago,Office Supplies,9.248
2016-09-05,Detroit,Furniture,255.16
2016-09-05,Detroit,Office Supplies,379.3
2016-09-05,Houston,Furniture,21.204
2016-09-05,Houston,Office Supplies,143.326
2016-09-05,Johnson City,Office Supplies,119.80200000000002
2016-09-05,Johnson City,Technology,108.784
2016-09-05,Lancaster,Furniture,85.246
2016-09-05,Lancaster,Office Supplies,17.808
2016-09-05,New York City,Office Supplies,192.16
2016-09-05,New York City,Technology,43.6
2016-09-05,Olathe,Office Supplies,107.94
2016-09-05,Philadelphia,Furniture,1099.565
2016-09-05,Philadelphia,Office Supplies,17.427
2016-09-05,Redondo Beach,Office Supplies,112.12
2016-09-05,San Antonio,Office Supplies,93.456
2016-09-05,San Diego,Technology,116.0
2016-09-06,Dallas,Office Supplies,41.92
2016-09-06,Dallas,Technology,329.584
2016-09-06,Houston,Office Supplies,10.784
2016-09-06,New York City,Furniture,722.352
2016-09-06,New York City,Technology,31.86
2016-09-06,Saint Paul,Office Supplies,77.88
2016-09-06,Thomasville,Office Supplies,99.15599999999999
2016-09-08,Dallas,Office Supplies,70.368
2016-09-08,Dallas,Technology,59.96
2016-09-08,Houston,Furniture,2396.2656
2016-09-08,Houston,Office Supplies,167.088
2016-09-08,Houston,Technology,57.584
2016-09-08,Lancaster,Office Supplies,100.16
2016-09-08,Malden,Furniture,173.94
2016-09-08,Malden,Office Supplies,14.76
2016-09-08,Monroe,Office Supplies,64.704
2016-09-08,Monroe,Technology,35.168
2016-09-08,New York City,Office Supplies,207.48
2016-09-08,Santa Ana,Furniture,146.04
2016-09-08,Seattle,Furniture,43.13
2016-09-08,Seattle,Office Supplies,30.87
2016-09-08,Visalia,Office Supplies,310.86
2016-09-08,Wheeling,Furniture,615.606
2016-09-09,Dallas,Furniture,15.008
2016-09-09,New York City,Office Supplies,14.624
2016-09-09,Stockton,Office Supplies,55.36
2016-09-10,Bristol,Office Supplies,67.56
2016-09-10,Edmonds,Office Supplies,143.24
2016-09-10,Fort Lauderdale,Technology,519.68
2016-09-10,Houston,Furniture,300.93
2016-09-10,Houston,Technology,719.96
2016-09-10,Los Angeles,Office Supplies,276.784
2016-09-10,New York City,Office Supplies,66.17
2016-09-11,Chicago,Office Supplies,7.9079999999999995
2016-09-11,Houston,Office Supplies,99.568
2016-09-11,Newport News,Office Supplies,11.09
2016-09-11,Newport News,Technology,1599.92
2016-09-11,Philadelphia,Office Supplies,8.448
2016-09-11,Philadelphia,Technology,728.946
2016-09-11,Phoenix,Office Supplies,33.216
2016-09-11,San Diego,Office Supplies,7.61
2016-09-11,San Diego,Technology,3347.37
2016-09-11,San Jose,Office Supplies,372.812
2016-09-11,Toledo,Office Supplies,59.94800000000001
2016-09-11,Wichita,Technology,224.75
2016-09-12,Arvada,Furniture,497.13599999999997
2016-09-12,Arvada,Office Supplies,6.264
2016-09-12,Louisville,Furniture,83.136
2016-09-12,Louisville,Technology,146.952
2016-09-12,Roseville,Office Supplies,68.52
2016-09-12,Seattle,Office Supplies,42.244
2016-09-12,Springfield,Furniture,1059.12
2016-09-12,Springfield,Office Supplies,79.24000000000001
2016-09-12,Springfield,Technology,20.7
2016-09-12,Utica,Furniture,40.48
2016-09-13,Omaha,Furniture,1336.44
2016-09-13,Omaha,Office Supplies,858.3699999999999
2016-09-13,Omaha,Technology,179.92
2016-09-14,Columbia,Office Supplies,25.92
2016-09-14,Long Beach,Office Supplies,673.568
2016-09-14,Long Beach,Technology,437.85
2016-09-15,New York City,Office Supplies,841.568
2016-09-15,Philadelphia,Office Supplies,5.344
2016-09-15,Seattle,Office Supplies,105.464
2016-09-15,Twin Falls,Furniture,1128.39
2016-09-15,Twin Falls,Office Supplies,20.416
2016-09-16,Columbus,Furniture,121.78
2016-09-16,Laguna Niguel,Office Supplies,12.96
2016-09-16,San Jose,Furniture,273.666
2016-09-16,San Jose,Office Supplies,17.48
2016-09-17,Bangor,Furniture,109.48
2016-09-17,Bangor,Technology,437.85
2016-09-17,Columbus,Office Supplies,33.4
2016-09-17,Columbus,Technology,396.0
2016-09-17,Los Angeles,Office Supplies,26.580000000000002
2016-09-17,Los Angeles,Technology,73.584
2016-09-17,Marlborough,Furniture,206.64
2016-09-17,New York City,Office Supplies,232.4
2016-09-17,Redmond,Office Supplies,12.32
2016-09-17,Seattle,Furniture,113.888
2016-09-17,Seattle,Technology,105.584
2016-09-17,Springfield,Office Supplies,295.4
2016-09-18,Auburn,Furniture,350.98
2016-09-18,Auburn,Office Supplies,913.1600000000001
2016-09-18,Columbus,Furniture,104.724
2016-09-18,Columbus,Office Supplies,2.672
2016-09-18,Jacksonville,Furniture,383.438
2016-09-18,Jacksonville,Office Supplies,3.0
2016-09-18,New Rochelle,Furniture,692.5020000000001
2016-09-18,New York City,Office Supplies,4.616
2016-09-18,San Diego,Furniture,1687.096
2016-09-18,San Diego,Office Supplies,368.91
2016-09-18,Woodland,Technology,239.984
2016-09-19,Aurora,Furniture,701.372
2016-09-19,Aurora,Office Supplies,2.308
2016-09-19,Columbus,Office Supplies,5.04
2016-09-19,Columbus,Technology,249.95
2016-09-19,Orange,Office Supplies,53.370000000000005
2016-09-19,Philadelphia,Furniture,25.632
2016-09-19,Providence,Furniture,872.32
2016-09-19,Providence,Office Supplies,1742.32
2016-09-19,San Francisco,Office Supplies,27.12
2016-09-19,Stockton,Office Supplies,159.88
2016-09-20,Grand Rapids,Office Supplies,83.7
2016-09-20,Greensboro,Furniture,115.47999999999999
2016-09-20,New York City,Office Supplies,393.25
2016-09-20,San Francisco,Office Supplies,475.694
2016-09-20,Seattle,Furniture,163.88
2016-09-22,Broomfield,Furniture,68.432
2016-09-22,Grand Rapids,Office Supplies,35.56
2016-09-22,Grand Rapids,Technology,97.98
2016-09-22,Green Bay,Furniture,18.96
2016-09-22,Lawrence,Office Supplies,35.88
2016-09-22,Louisville,Furniture,13.28
2016-09-22,New York City,Office Supplies,128.34
2016-09-22,Parma,Office Supplies,63.968
2016-09-22,Pembroke Pines,Office Supplies,24.066
2016-09-22,Philadelphia,Office Supplies,24.392
2016-09-22,Smyrna,Office Supplies,40.776
2016-09-22,Smyrna,Technology,63.936
2016-09-23,Columbus,Furniture,368.97
2016-09-23,Columbus,Office Supplies,118.25
2016-09-23,Fairfield,Furniture,532.704
2016-09-23,Fairfield,Office Supplies,4.912
2016-09-23,Lancaster,Furniture,28.0
2016-09-23,Lancaster,Office Supplies,24.153
2016-09-23,New York City,Office Supplies,10.528
2016-09-23,San Diego,Office Supplies,22.979999999999997
2016-09-23,Seattle,Furniture,184.752
2016-09-23,Seattle,Office Supplies,26.896
2016-09-24,Aurora,Furniture,21.44
2016-09-24,Aurora,Office Supplies,511.056
2016-09-24,Bloomington,Furniture,127.95
2016-09-24,Broken Arrow,Office Supplies,12.86
2016-09-24,Columbus,Furniture,155.372
2016-09-24,Los Angeles,Furniture,563.24
2016-09-24,Los Angeles,Office Supplies,388.55999999999995
2016-09-24,Rockford,Office Supplies,442.372
2016-09-24,San Francisco,Furniture,63.2
2016-09-25,Cleveland,Office Supplies,642.016
2016-09-25,Irving,Office Supplies,15.936
2016-09-25,La Crosse,Furniture,270.6
2016-09-25,La Crosse,Office Supplies,3.04
2016-09-25,La Crosse,Technology,499.95
2016-09-25,Long Beach,Furniture,483.136
2016-09-25,Long Beach,Office Supplies,51.24
2016-09-25,Long Beach,Technology,524.712
2016-09-25,Phoenix,Furniture,393.165
2016-09-25,San Francisco,Furniture,477.666
2016-09-25,San Francisco,Office Supplies,16.56
2016-09-25,Tigard,Office Supplies,65.07000000000001
2016-09-26,Covington,Office Supplies,266.78
2016-09-26,Covington,Technology,100.0
2016-09-26,Decatur,Furniture,747.558
2016-09-26,Decatur,Office Supplies,8.928
