Order Date,Sub-Category,Sales
2015-05-17,Paper,14.088
2015-05-17,Supplies,55.6
2015-05-18,Paper,10.86
2015-05-20,Binders,6.408
2015-05-20,Furnishings,163.136
2015-05-21,Appliances,20.768
2015-05-21,Binders,51.564
2015-05-22,Labels,8.26
2015-05-22,Machines,2973.32
2015-05-22,Phones,775.728
2015-05-22,Storage,104.79
2015-05-23,Appliances,972.292
2015-05-23,Binders,19.194
2015-05-23,Envelopes,186.69
2015-05-23,Furnishings,75.33
2015-05-23,Storage,51.45
2015-05-24,Binders,7.656
2015-05-24,Chairs,602.651
2015-05-25,Accessories,207.984
2015-05-25,Appliances,845.728
2015-05-25,Art,21.24
2015-05-25,Binders,127.96
2015-05-25,Furnishings,14.73
2015-05-25,Paper,32.368
2015-05-25,Phones,467.04
2015-05-25,Supplies,22.368
2015-05-26,Accessories,167.944
2015-05-26,Chairs,210.616
2015-05-26,Envelopes,12.224
2015-05-26,Furnishings,20.24
2015-05-26,Machines,399.54
2015-05-26,Paper,172.0
2015-05-28,Art,54.45
2015-05-28,Binders,6.096
2015-05-28,Labels,13.05
2015-05-28,Paper,45.36
2015-05-28,Phones,45.99
2015-05-28,Storage,629.1999999999999
2015-05-29,Binders,167.76
2015-05-29,Chairs,317.058
2015-05-29,Fasteners,8.04
2015-05-29,Furnishings,41.568
2015-05-29,Labels,12.39
2015-05-29,Paper,117.45599999999999
2015-05-29,Storage,540.57
2015-05-30,Accessories,151.96
2015-05-30,Appliances,160.32
2015-05-30,Phones,368.82
2015-05-31,Art,10.272
2015-05-31,Binders,3.564
2015-05-31,Bookcases,1406.86
2015-05-31,Chairs,2567.84
2015-05-31,Fasteners,7.56
2015-05-31,Furnishings,82.04
2015-05-31,Labels,21.654
2015-05-31,Paper,612.188
2015-05-31,Storage,466.16
2015-06-01,Binders,409.408
2015-06-01,Labels,28.91
2015-06-01,Paper,54.0
2015-06-01,Phones,341.88
2015-06-04,Accessories,1109.95
2015-06-04,Art,9.26
2015-06-04,Furnishings,35.28
2015-06-04,Labels,7.38
2015-06-04,Paper,30.44
2015-06-05,Chairs,1522.638
2015-06-05,Paper,10.56
2015-06-07,Art,8.016
2015-06-07,Binders,25.832
2015-06-07,Paper,25.92
2015-06-08,Accessories,2.376
2015-06-08,Appliances,143.128
2015-06-08,Art,4.448
2015-06-08,Binders,18.264
2015-06-08,Furnishings,173.208
2015-06-08,Labels,9.0
2015-06-08,Paper,215.728
2015-06-08,Storage,516.96
2015-06-09,Accessories,72.6
2015-06-09,Binders,215.82
2015-06-09,Furnishings,355.36
2015-06-09,Paper,12.96
2015-06-09,Phones,140.376
2015-06-11,Accessories,53.7
2015-06-11,Art,117.068
2015-06-11,Binders,118.62799999999999
2015-06-11,Chairs,1123.92
2015-06-11,Furnishings,77.832
2015-06-11,Paper,32.4
2015-06-11,Phones,249.584
2015-06-11,Storage,1600.432
2015-06-12,Furnishings,43.296
2015-06-12,Paper,20.736
2015-06-12,Phones,55.984
2015-06-12,Storage,54.459999999999994
2015-06-13,Accessories,67.98
2015-06-13,Art,28.204
2015-06-13,Binders,93.864
2015-06-13,Copiers,899.97
2015-06-13,Paper,38.879999999999995
2015-06-14,Furnishings,51.072
2015-06-15,Accessories,11.672
2015-06-15,Furnishings,404.96000000000004
2015-06-15,Paper,9.568
2015-06-15,Phones,225.576
2015-06-15,Storage,82.368
2015-06-16,Binders,3050.376
2015-06-16,Chairs,197.372
2015-06-16,Envelopes,34.96
2015-06-16,Paper,27.216
2015-06-16,Phones,133.98
2015-06-18,Art,65.612
2015-06-18,Binders,87.441
2015-06-18,Chairs,643.136
2015-06-18,Furnishings,136.2
2015-06-18,Paper,32.688
2015-06-18,Phones,467.97
2015-06-18,Storage,450.04
2015-06-19,Binders,5.792
2015-06-19,Envelopes,186.69
2015-06-19,Furnishings,12.56
2015-06-19,Labels,5.904
2015-06-19,Paper,6.48
2015-06-19,Storage,228.92
2015-06-20,Accessories,319.984
2015-06-20,Furnishings,257.64
2015-06-20,Phones,251.92000000000002
2015-06-21,Phones,107.976
2015-06-22,Binders,1217.568
2015-06-22,Fasteners,4.96
2015-06-22,Tables,796.425
2015-06-23,Accessories,75.0
2015-06-23,Binders,165.98
2015-06-23,Fasteners,5.43
2015-06-23,Furnishings,27.42
2015-06-23,Phones,563.128
2015-06-25,Art,20.96
2015-06-25,Binders,89.73599999999999
2015-06-25,Furnishings,280.234
2015-06-25,Labels,4.608
2015-06-25,Paper,79.056
2015-06-25,Storage,382.486
2015-06-26,Accessories,41.9
2015-06-26,Binders,187.0
2015-06-26,Chairs,332.94
2015-06-26,Paper,43.056
2015-06-26,Phones,971.88
2015-06-26,Storage,15.42
2015-06-28,Art,140.75
2015-06-28,Binders,119.56
2015-06-28,Bookcases,482.94
2015-06-28,Furnishings,621.76
2015-06-28,Labels,5.904
2015-06-28,Paper,15.552
2015-06-29,Chairs,117.882
2015-06-29,Furnishings,20.104
2015-06-29,Paper,24.96
2015-06-29,Phones,269.98
2015-07-02,Appliances,32.784
2015-07-02,Binders,2.892
2015-07-02,Chairs,790.538
2015-07-02,Furnishings,159.84
2015-07-02,Paper,67.504
2015-07-02,Phones,74.24
2015-07-02,Storage,504.10400000000004
2015-07-03,Chairs,70.98
2015-07-03,Furnishings,451.352
2015-07-03,Labels,294.93
2015-07-03,Paper,6.72
2015-07-04,Art,15.48
2015-07-04,Binders,22.848
2015-07-04,Phones,1099.96
2015-07-05,Accessories,34.8
2015-07-05,Binders,26.23
2015-07-05,Furnishings,9.856
2015-07-05,Labels,11.784
2015-07-05,Storage,38.976
2015-07-06,Art,11.12
2015-07-06,Bookcases,301.96
2015-07-06,Chairs,170.352
2015-07-06,Furnishings,169.78
2015-07-06,Phones,124.95
2015-07-06,Storage,601.65
2015-07-08,Paper,21.12
2015-07-09,Appliances,48.632
2015-07-09,Art,84.52
2015-07-09,Binders,404.07
2015-07-09,Fasteners,15.8
2015-07-09,Furnishings,181.96
2015-07-09,Labels,12.39
2015-07-09,Machines,464.97
2015-07-09,Paper,6.58
2015-07-09,Phones,269.982
2015-07-09,Storage,98.21
2015-07-10,Binders,43.286
2015-07-11,Art,11.12
2015-07-11,Binders,328.394
2015-07-11,Chairs,341.488
2015-07-11,Furnishings,315.144
2015-07-11,Paper,29.97
2015-07-11,Phones,716.0
2015-07-11,Tables,199.836
2015-07-12,Art,6.912
2015-07-12,Binders,1.928
2015-07-12,Chairs,383.607
2015-07-12,Furnishings,7.76
2015-07-12,Phones,1652.3600000000001
2015-07-13,Binders,53.376
2015-07-13,Chairs,1931.04
2015-07-13,Paper,48.84
2015-07-14,Bookcases,127.764
2015-07-14,Chairs,441.92
2015-07-14,Paper,18.496
2015-07-14,Storage,272.736
2015-07-16,Accessories,599.9
2015-07-16,Chairs,2199.836
2015-07-16,Envelopes,137.25
2015-07-16,Fasteners,11.52
2015-07-16,Paper,80.88
2015-07-17,Bookcases,427.38599999999997
2015-07-17,Fasteners,14.432
2015-07-17,Labels,6.264
2015-07-18,Accessories,519.96
2015-07-18,Art,5.76
2015-07-18,Binders,3.328
2015-07-18,Furnishings,7.38
2015-07-18,Phones,135.99
2015-07-19,Binders,2.025
2015-07-20,Accessories,831.2
2015-07-20,Binders,2.88
2015-07-20,Bookcases,1298.374
2015-07-20,Envelopes,106.75
2015-07-20,Paper,124.22
2015-07-20,Phones,153.584
2015-07-20,Storage,176.16
2015-07-23,Appliances,68.94
2015-07-23,Binders,10.512
2015-07-23,Furnishings,128.82
2015-07-24,Accessories,279.86
2015-07-24,Binders,225.15
2015-07-24,Furnishings,20.94
2015-07-25,Binders,25.176
2015-07-25,Bookcases,704.9
2015-07-25,Chairs,561.568
2015-07-25,Envelopes,98.46
2015-07-25,Fasteners,9.42
2015-07-25,Paper,12.96
2015-07-25,Phones,623.96
2015-07-25,Tables,358.58
2015-07-26,Art,99.2
2015-07-26,Binders,32.28
2015-07-26,Chairs,266.352
2015-07-26,Envelopes,167.86
2015-07-26,Paper,10.368
2015-07-26,Tables,393.165
2015-07-27,Phones,29.97
2015-07-30,Accessories,209.93
2015-07-30,Binders,10.92
2015-07-30,Chairs,155.88
2015-07-30,Furnishings,5.28
2015-07-30,Storage,61.792
2015-07-31,Accessories,2549.35
2015-07-31,Paper,19.44
2015-07-31,Supplies,52.59
2015-07-31,Tables,1090.782
2015-08-01,Art,6.72
2015-08-01,Tables,1004.976
2015-08-02,Accessories,199.98
2015-08-02,Binders,6.368
2015-08-02,Chairs,110.98
2015-08-02,Machines,558.4
2015-08-02,Paper,8.4
2015-08-02,Phones,128.85
2015-08-02,Tables,277.5
2015-08-05,Binders,1.362
2015-08-05,Furnishings,14.76
2015-08-05,Storage,33.488
2015-08-05,Supplies,23.04
2015-08-06,Binders,6.23
2015-08-06,Bookcases,369.1992
2015-08-06,Labels,35.52
2015-08-06,Paper,83.92
2015-08-07,Appliances,77.58
2015-08-07,Art,106.8
2015-08-07,Binders,50.855999999999995
2015-08-07,Furnishings,212.94
2015-08-07,Labels,25.06
2015-08-07,Phones,494.97
2015-08-08,Accessories,79.99
2015-08-08,Appliances,113.92
2015-08-08,Art,39.66
2015-08-08,Binders,461.748
2015-08-08,Chairs,144.784
2015-08-09,Accessories,247.8
2015-08-09,Art,2.2
2015-08-09,Binders,1217.568
2015-08-09,Bookcases,687.4
2015-08-09,Fasteners,10.65
2015-08-09,Furnishings,63.22
2015-08-09,Labels,4.608
2015-08-09,Paper,287.82
2015-08-09,Phones,1287.93
2015-08-09,Storage,63.94
2015-08-09,Tables,1005.2560000000001
2015-08-10,Appliances,133.472
2015-08-10,Art,29.79
2015-08-10,Binders,64.75
2015-08-10,Labels,45.15
2015-08-10,Phones,578.312
2015-08-11,Art,11.96
2015-08-11,Furnishings,46.152
2015-08-11,Phones,138.0
2015-08-13,Art,115.48
2015-08-13,Binders,17.0
2015-08-13,Furnishings,31.56
2015-08-13,Storage,422.856
2015-08-15,Furnishings,104.23
2015-08-15,Storage,393.36
2015-08-16,Accessories,31.176
2015-08-16,Art,2.304
2015-08-16,Binders,6.486000000000001
2015-08-16,Bookcases,301.47
2015-08-16,Furnishings,254.352
2015-08-16,Labels,5.04
2015-08-16,Paper,333.664
2015-08-16,Phones,2399.752
2015-08-16,Storage,44.688
2015-08-17,Accessories,282.88
2015-08-17,Art,10.272
2015-08-17,Binders,52.2
2015-08-17,Paper,36.288
2015-08-21,Accessories,21.728
2015-08-21,Art,53.28
2015-08-21,Binders,112.416
2015-08-21,Bookcases,586.398
2015-08-21,Chairs,1142.466
2015-08-21,Furnishings,25.984
2015-08-21,Paper,137.708
2015-08-21,Storage,744.052
2015-08-21,Supplies,3.488
2015-08-22,Art,16.52
2015-08-22,Binders,50.112
2015-08-23,Accessories,251.91
2015-08-23,Appliances,574.5680000000001
2015-08-23,Fasteners,12.032
2015-08-23,Labels,8.64
2015-08-23,Paper,323.448
2015-08-23,Supplies,31.68
2015-08-24,Accessories,105.96
2015-08-24,Art,7.152
2015-08-24,Binders,2.724
2015-08-24,Furnishings,14.91
2015-08-24,Labels,6.912
2015-08-24,Machines,3080.0
2015-08-24,Phones,614.952
2015-08-24,Storage,2159.016
2015-08-24,Tables,1203.149
2015-08-25,Appliances,105.96
2015-08-25,Binders,3.798
2015-08-25,Chairs,40.784
2015-08-25,Furnishings,27.983999999999998
2015-08-27,Binders,5.104
2015-08-27,Labels,3.08
2015-08-27,Paper,114.2
2015-08-27,Storage,484.65
2015-08-27,Supplies,32.94
2015-08-28,Binders,41.36
2015-08-28,Bookcases,307.666
2015-08-28,Copiers,2799.96
2015-08-28,Furnishings,4.16
2015-08-28,Phones,1143.136
2015-08-28,Storage,2091.53
2015-08-28,Tables,103.481
2015-08-29,Accessories,114.52
2015-08-29,Phones,131.98
2015-08-31,Accessories,36.51
2015-08-31,Binders,137.24
2015-08-31,Bookcases,1552.831
2015-08-31,Machines,239.976
2015-08-31,Paper,79.28
2015-08-31,Phones,555.96
2015-09-01,Binders,133.72
2015-09-01,Chairs,60.74
2015-09-01,Copiers,959.984
2015-09-01,Furnishings,124.36
2015-09-01,Storage,1088.76
2015-09-03,Accessories,147.35
2015-09-03,Appliances,137.62
2015-09-03,Binders,6.368
2015-09-03,Chairs,129.568
2015-09-03,Envelopes,253.496
2015-09-03,Furnishings,238.152
2015-09-03,Labels,7.5
2015-09-03,Phones,100.49
2015-09-03,Storage,188.106
2015-09-03,Supplies,666.248
2015-09-04,Accessories,754.326
2015-09-04,Binders,17.418
2015-09-04,Envelopes,15.28
2015-09-04,Paper,284.26
2015-09-05,Binders,49.492
2015-09-05,Bookcases,704.531
2015-09-05,Furnishings,74.11999999999999
2015-09-05,Paper,36.84
2015-09-05,Supplies,69.12
2015-09-06,Accessories,46.32
2015-09-06,Appliances,8.39
2015-09-06,Binders,56.16
2015-09-06,Chairs,271.764
2015-09-06,Fasteners,7.24
2015-09-06,Furnishings,191.82
2015-09-06,Phones,337.98
2015-09-06,Tables,85.98
2015-09-07,Accessories,649.93
2015-09-07,Art,140.736
2015-09-07,Binders,20.541
2015-09-07,Chairs,47.516
2015-09-07,Fasteners,7.24
2015-09-07,Phones,791.964
2015-09-07,Storage,756.15
2015-09-07,Tables,508.59
2015-09-08,Furnishings,21.36
2015-09-08,Paper,26.4
2015-09-08,Storage,41.88
2015-09-10,Appliances,61.96
2015-09-10,Art,6.08
2015-09-10,Bookcases,361.96
2015-09-10,Chairs,179.886
2015-09-10,Furnishings,106.68
2015-09-10,Paper,293.76
2015-09-10,Storage,353.88
2015-09-10,Supplies,51.52
2015-09-11,Accessories,19.99
2015-09-11,Appliances,111.04
2015-09-11,Art,447.21000000000004
2015-09-11,Binders,209.6
2015-09-11,Furnishings,244.24
2015-09-11,Labels,39.69
2015-09-11,Paper,38.88
2015-09-11,Storage,851.4799999999999
2015-09-12,Accessories,21.98
2015-09-12,Art,9.26
2015-09-12,Copiers,479.984
2015-09-12,Envelopes,27.18
2015-09-12,Fasteners,1.24
2015-09-12,Labels,33.3
2015-09-12,Paper,28.9
2015-09-12,Storage,105.98
2015-09-13,Accessories,199.96
2015-09-13,Binders,40.536
2015-09-13,Chairs,2403.992
2015-09-13,Envelopes,7.824
2015-09-13,Furnishings,513.83
2015-09-13,Paper,279.63
2015-09-14,Binders,38.86
2015-09-14,Copiers,879.984
2015-09-14,Storage,1260.69
2015-09-14,Tables,1082.886
2015-09-15,Art,24.32
2015-09-15,Binders,83.448
2015-09-15,Bookcases,46.384
2015-09-15,Chairs,1056.86
2015-09-15,Furnishings,71.68
2015-09-15,Paper,28.512
2015-09-15,Phones,59.97
2015-09-15,Storage,362.716
2015-09-15,Tables,801.96
2015-09-16,Envelopes,31.12
2015-09-17,Accessories,747.068
2015-09-17,Art,102.06400000000001
2015-09-17,Binders,48.096000000000004
2015-09-17,Bookcases,9316.054
2015-09-17,Chairs,199.764
2015-09-17,Envelopes,3.264
2015-09-17,Furnishings,146.136
2015-09-17,Labels,87.71
2015-09-17,Paper,143.35999999999999
2015-09-17,Phones,277.77
2015-09-17,Storage,109.5
2015-09-17,Tables,344.22
2015-09-18,Accessories,717.12
2015-09-18,Art,11.68
2015-09-18,Binders,65.08
2015-09-18,Furnishings,24.4
2015-09-18,Paper,199.18
2015-09-18,Phones,1759.92
2015-09-18,Storage,1122.74
2015-09-18,Supplies,24.2
2015-09-19,Accessories,66.36
2015-09-19,Art,8.4
2015-09-19,Bookcases,61.96
2015-09-19,Furnishings,60.84
2015-09-19,Paper,22.96
2015-09-19,Phones,279.86
2015-09-20,Binders,1480.2839999999999
2015-09-20,Paper,61.4
2015-09-20,Storage,294.368
2015-09-21,Accessories,151.2
2015-09-21,Art,25.99
2015-09-21,Binders,14.6
2015-09-21,Bookcases,194.32
2015-09-21,Chairs,2834.516
2015-09-21,Envelopes,121.96
2015-09-21,Fasteners,7.9
2015-09-21,Furnishings,90.228
2015-09-21,Paper,23.92
2015-09-21,Phones,2279.924
2015-09-21,Storage,1237.5
2015-09-22,Accessories,617.976
2015-09-22,Appliances,61.44
2015-09-22,Art,2.816
2015-09-22,Binders,3.204
2015-09-22,Furnishings,252.57999999999998
2015-09-22,Labels,12.0
2015-09-22,Paper,32.4
2015-09-22,Storage,745.4879999999999
2015-09-22,Supplies,55.6
2015-09-24,Accessories,23.2
2015-09-24,Appliances,1158.12
2015-09-24,Art,90.968
2015-09-24,Binders,36.924
2015-09-24,Chairs,1925.6
2015-09-24,Envelopes,55.81999999999999
2015-09-24,Furnishings,14.91
2015-09-24,Labels,24.424
2015-09-24,Phones,857.0600000000001
2015-09-24,Storage,33.568
2015-09-25,Accessories,1123.85
2015-09-25,Art,135.444
2015-09-25,Binders,108.85500000000002
2015-09-25,Chairs,409.718
2015-09-25,Envelopes,17.48
2015-09-25,Labels,12.6
2015-09-25,Paper,76.2
2015-09-25,Phones,104.98
2015-09-25,Tables,1044.63
2015-09-26,Accessories,289.8
2015-09-26,Appliances,60.672
2015-09-26,Binders,351.859
2015-09-26,Envelopes,124.46
2015-09-26,Fasteners,34.44
2015-09-26,Machines,629.93
2015-09-26,Paper,259.13599999999997
2015-09-26,Phones,1424.2540000000001
2015-09-26,Storage,547.722
2015-09-27,Art,115.6
2015-09-27,Binders,15.08
2015-09-27,Furnishings,24.288
2015-09-27,Paper,340.6
2015-09-27,Phones,1871.88
2015-09-27,Storage,15.51
2015-09-28,Appliances,566.49
2015-09-28,Binders,82.872
2015-09-28,Envelopes,12.536
2015-09-28,Fasteners,4.512
2015-09-28,Phones,344.764
2015-09-28,Supplies,47.19
2015-10-01,Accessories,108.768
2015-10-01,Binders,25.442
2015-10-01,Phones,884.78
2015-10-01,Storage,139.424
2015-10-02,Accessories,143.04
2015-10-02,Binders,164.54
2015-10-02,Envelopes,51.12
2015-10-02,Furnishings,11.032
2015-10-02,Paper,114.28999999999999
2015-10-02,Phones,503.96
2015-10-02,Storage,270.34
2015-10-02,Supplies,10.944
2015-10-03,Accessories,71.98400000000001
2015-10-03,Binders,32.07
2015-10-03,Bookcases,156.156
2015-10-03,Storage,15.008
2015-10-04,Chairs,392.94
2015-10-04,Furnishings,64.944
2015-10-04,Paper,20.736
2015-10-04,Storage,26.96
2015-10-05,Accessories,341.04
2015-10-05,Appliances,28.84
2015-10-05,Art,46.2
2015-10-05,Bookcases,66.294
2015-10-05,Chairs,291.168
2015-10-05,Storage,77.55
2015-10-08,Art,3.44
2015-10-08,Furnishings,218.68
2015-10-09,Accessories,619.95
2015-10-09,Appliances,299.31300000000005
2015-10-09,Art,37.376
2015-10-09,Binders,13.086
2015-10-09,Chairs,389.97
2015-10-09,Envelopes,57.96
2015-10-09,Paper,23.92
2015-10-09,Phones,661.12
2015-10-09,Storage,30.84
2015-10-10,Art,8.016
2015-10-10,Chairs,362.136
2015-10-10,Labels,31.05
2015-10-10,Paper,45.36
2015-10-10,Storage,1801.632
2015-10-11,Accessories,31.95
2015-10-11,Storage,22.368
2015-10-11,Tables,957.5775
2015-10-12,Accessories,17.9
2015-10-12,Art,19.9
2015-10-12,Binders,12.56
2015-10-12,Bookcases,1525.4879999999998
2015-10-12,Paper,51.84
2015-10-12,Phones,471.43999999999994
2015-10-12,Storage,81.96
2015-10-12,Tables,209.67
2015-10-13,Chairs,287.94
2015-10-13,Phones,83.72
2015-10-15,Accessories,603.8399999999999
2015-10-15,Binders,3.96
2015-10-15,Chairs,2453.43
2015-10-15,Envelopes,4.464
2015-10-15,Furnishings,148.51600000000002
2015-10-15,Paper,5.344
2015-10-16,Phones,824.97
2015-10-17,Storage,77.88
2015-10-18,Accessories,27.696
2015-10-18,Appliances,73.164
2015-10-18,Furnishings,10.11
2015-10-18,Paper,17.94
2015-10-18,Phones,249.584
2015-10-19,Accessories,270.0
2015-10-19,Appliances,1640.7
2015-10-19,Binders,40.0
2015-10-19,Paper,34.44
2015-10-19,Phones,149.95
2015-10-20,Accessories,239.97
2015-10-20,Furnishings,90.78
2015-10-20,Paper,24.56
2015-10-20,Tables,364.776
2015-10-22,Binders,5.176
2015-10-22,Storage,9.952
2015-10-23,Accessories,148.32
2015-10-23,Art,10.688
2015-10-23,Binders,9.672
2015-10-23,Chairs,1275.1039999999998
2015-10-23,Copiers,479.976
2015-10-23,Envelopes,11.8
2015-10-23,Paper,108.584
2015-10-23,Phones,218.152
2015-10-24,Binders,3.592
2015-10-24,Chairs,454.272
2015-10-24,Paper,25.92
2015-10-24,Tables,347.361
2015-10-25,Art,139.81
2015-10-25,Chairs,873.436
2015-10-25,Phones,158.99
2015-10-25,Tables,253.176
2015-10-26,Appliances,203.88
2015-10-26,Binders,14.301
2015-10-26,Labels,152.304
2015-10-26,Paper,131.904
2015-10-26,Phones,174.304
2015-10-26,Storage,718.64
2015-10-28,Envelopes,10.67
2015-10-28,Furnishings,57.21
2015-10-28,Storage,36.63
2015-10-29,Envelopes,210.84
2015-10-29,Paper,33.4
2015-10-30,Appliances,182.91
2015-10-30,Copiers,439.992
2015-10-30,Furnishings,15.488
2015-10-30,Machines,1095.7939999999999
2015-10-30,Phones,387.85999999999996
2015-10-31,Art,7.82
2015-10-31,Binders,437.88
2015-10-31,Bookcases,425.833
2015-10-31,Chairs,323.136
2015-10-31,Envelopes,108.99
2015-10-31,Fasteners,17.45
2015-10-31,Labels,427.42
2015-10-31,Paper,19.98
2015-10-31,Phones,1295.84
2015-10-31,Storage,46.84
2015-10-31,Supplies,99.82000000000001
2015-11-01,Accessories,1435.29
2015-11-01,Art,7.88
2015-11-01,Chairs,532.7280000000001
2015-11-01,Fasteners,3.168
2015-11-01,Furnishings,259.7
2015-11-01,Paper,13.52
2015-11-01,Phones,551.86
2015-11-01,Tables,301.96
2015-11-02,Accessories,447.93
2015-11-02,Appliances,197.72
2015-11-02,Binders,158.812
2015-11-02,Bookcases,512.499
2015-11-02,Chairs,2731.0860000000002
2015-11-02,Furnishings,96.96
2015-11-02,Phones,344.704
2015-11-02,Tables,1038.84
2015-11-03,Accessories,89.97
2015-11-03,Chairs,1448.82
2015-11-03,Envelopes,6.608
2015-11-03,Furnishings,42.6
2015-11-03,Phones,1212.848
2015-11-05,Appliances,387.136
2015-11-05,Binders,130.914
2015-11-05,Chairs,207.0
2015-11-05,Labels,19.824
2015-11-05,Storage,62.8
2015-11-05,Supplies,27.2
2015-11-06,Binders,4.401
2015-11-06,Envelopes,7.08
2015-11-07,Art,23.64
2015-11-07,Binders,1393.6909999999998
2015-11-07,Chairs,905.9200000000001
2015-11-07,Envelopes,24.4
2015-11-07,Fasteners,26.18
2015-11-07,Furnishings,64.96
2015-11-07,Machines,287.91
2015-11-07,Paper,83.94
2015-11-07,Storage,262.432
2015-11-08,Accessories,491.87
2015-11-08,Appliances,44.43
2015-11-08,Art,305.40999999999997
2015-11-08,Binders,194.30700000000002
2015-11-08,Bookcases,4404.9
2015-11-08,Chairs,577.764
2015-11-08,Fasteners,41.544
2015-11-08,Furnishings,269.762
2015-11-08,Labels,5.04
2015-11-08,Machines,4643.8
2015-11-08,Paper,110.88
2015-11-08,Phones,1040.1399999999999
2015-11-08,Storage,67.15
2015-11-09,Accessories,913.9300000000001
2015-11-09,Binders,27.96
2015-11-09,Envelopes,38.46
2015-11-09,Fasteners,2.48
2015-11-09,Machines,2321.9
2015-11-09,Paper,28.692
2015-11-09,Storage,262.49
2015-11-09,Tables,1024.38
2015-11-10,Accessories,79.9
2015-11-10,Appliances,715.64
2015-11-10,Binders,74.76
2015-11-10,Copiers,549.99
2015-11-10,Furnishings,29.22
2015-11-10,Storage,2087.394
2015-11-11,Appliances,123.858
2015-11-11,Storage,418.32
2015-11-12,Art,11.76
2015-11-12,Binders,9.9
2015-11-12,Chairs,670.0559999999999
2015-11-12,Envelopes,239.448
2015-11-12,Paper,31.252
2015-11-12,Phones,100.792
2015-11-12,Storage,64.784
2015-11-13,Accessories,350.856
2015-11-13,Binders,167.858
2015-11-13,Bookcases,1597.3011999999999
2015-11-13,Furnishings,183.836
2015-11-13,Paper,347.386
2015-11-13,Phones,858.88
2015-11-13,Storage,84.96
2015-11-14,Accessories,396.628
2015-11-14,Appliances,826.11
2015-11-14,Binders,19.96
2015-11-14,Chairs,1114.192
2015-11-14,Envelopes,33.96
2015-11-14,Fasteners,8.72
2015-11-14,Furnishings,76.14
2015-11-14,Paper,37.0
2015-11-15,Art,119.04
2015-11-15,Binders,213.228
2015-11-15,Furnishings,39.96
2015-11-15,Storage,321.222
2015-11-15,Supplies,8.72
2015-11-16,Accessories,999.96
2015-11-16,Appliances,523.25
2015-11-16,Furnishings,220.084
2015-11-16,Labels,18.9
2015-11-16,Paper,179.82
2015-11-16,Phones,544.752
2015-11-16,Storage,21.488
2015-11-16,Tables,1564.08
2015-11-17,Chairs,1549.468
2015-11-17,Furnishings,117.56
2015-11-17,Paper,138.72
2015-11-17,Phones,415.968
2015-11-17,Storage,1623.35
2015-11-17,Supplies,40.92
2015-11-19,Appliances,31.08
2015-11-19,Binders,5.984
2015-11-19,Furnishings,141.96
2015-11-19,Phones,861.76
2015-11-20,Accessories,13.98
2015-11-20,Art,210.47000000000003
2015-11-20,Binders,198.506
2015-11-20,Bookcases,622.164
2015-11-20,Chairs,916.5319999999999
2015-11-20,Furnishings,118.00399999999999
2015-11-20,Labels,50.12
2015-11-20,Machines,479.988
2015-11-20,Paper,19.65
2015-11-20,Phones,72.744
2015-11-20,Storage,158.992
2015-11-21,Accessories,416.884
2015-11-21,Appliances,369.97
2015-11-21,Art,16.264
2015-11-21,Binders,75.724
2015-11-21,Bookcases,388.0928
2015-11-21,Chairs,396.802
2015-11-21,Copiers,439.992
2015-11-21,Furnishings,18.176
2015-11-21,Labels,28.216
2015-11-21,Machines,83.9
2015-11-21,Phones,110.97
2015-11-21,Supplies,15.88
2015-11-21,Tables,1252.704
2015-11-22,Accessories,27.168
2015-11-22,Appliances,68.81
2015-11-22,Art,17.12
2015-11-22,Binders,17.1
2015-11-22,Fasteners,55.104
2015-11-22,Machines,32.985
2015-11-22,Paper,155.62
2015-11-22,Storage,33.63
2015-11-22,Tables,206.962
2015-11-23,Appliances,2625.12
2015-11-23,Art,31.060000000000002
2015-11-23,Binders,23.912
2015-11-23,Envelopes,16.56
2015-11-23,Paper,418.5
2015-11-23,Phones,307.98
2015-11-23,Storage,27.056
2015-11-24,Accessories,13.98
2015-11-24,Art,14.7
2015-11-24,Binders,120.384
2015-11-24,Furnishings,79.76
2015-11-24,Paper,535.08
2015-11-24,Storage,454.86
2015-11-25,Art,13.12
2015-11-26,Binders,75.77
2015-11-26,Copiers,599.99
2015-11-26,Furnishings,692.472
2015-11-26,Paper,10.95
2015-11-26,Storage,104.9
2015-11-27,Accessories,556.896
2015-11-27,Art,29.79
2015-11-27,Binders,6.24
2015-11-27,Bookcases,170.98
2015-11-27,Chairs,283.92
2015-11-27,Furnishings,38.97
2015-11-27,Paper,368.74
2015-11-27,Phones,832.722
2015-11-27,Tables,821.5255
2015-11-28,Appliances,45.28
2015-11-28,Art,8.28
2015-11-28,Envelopes,62.24
2015-11-28,Fasteners,3.008
2015-11-28,Furnishings,625.962
2015-11-28,Paper,335.52
2015-11-28,Phones,647.904
2015-11-28,Storage,136.288
2015-11-29,Accessories,21.48
2015-11-29,Appliances,555.21
2015-11-29,Art,218.12
2015-11-29,Binders,13.088000000000001
2015-11-29,Chairs,1408.8700000000001
2015-11-29,Paper,19.92
2015-11-29,Storage,523.48
2015-11-30,Appliances,98.352
2015-11-30,Binders,162.92100000000002
2015-11-30,Bookcases,681.408
2015-11-30,Envelopes,89.36
2015-11-30,Fasteners,10.584
2015-11-30,Furnishings,433.79200000000003
2015-11-30,Paper,49.58
2015-11-30,Phones,272.4
2015-12-01,Art,17.54
2015-12-01,Binders,119.384
